FIPS,CountyState,Lon,Lat,AnyHL_crd_rate,TPUF_demog_age_65plus,INS_PUB_va_health_care_coverage_alone_or_in_combination,TPUF_demog_urbanicity,TPUF_demog_race_eth_black,VET_male_ratio,TPUF_road_density,HH_average_family_size,TPUF_demog_race_eth_asian,HH_renter_occupied_housing_units,INS_PUB_below_138_percent_of_the_poverty_threshold,VET_vietnam_era_veterans,OI_natural_resources_construction_and_maintenance_occupations,EDU_high_school_graduate_includes_equivalency,VET_gulf_war_9_2001_or_later_veterans,HH_householder_living_alone,OI_professional_scientific_and_management_and_administrative_and_waste_management_services,TPUF_drive_distance_miles,INS_PRIV_direct_purchase_health_insurance_alone_or_in_combination,INS_PRIV_below_138_percent_of_the_poverty_threshold,TPUF_percent_below_highschool,VET_x18_to_34_years,OI_unemployment_rate,TPUF_demog_race_eth_hispanic,UNINS_native_born,TPUF_sex_ratio,CountyState_right,MildHL_crd_rate_AGEALL,ModSev_crd_rate_AGEALL,AnyHL_crd_rate_AGEALL,AnyHL_ageadj_allages,MildHL_ageadj_allages,ModSev_ageadj_allages
01001,"Autauga County, Alabama",-86.64289976,32.53514228,0.137539999999717,0.14,0.032,0.58,0.184,0.232746407609796,1242.54742260449,3.09,0.008,0.267,0.64,31.9,0.078,0.336,37.7,0.256,0.096,12.1907628213615,0.122,0.306,10.4,12.9,0.037,0.026,0.07,89.7379528666901,"Autauga County, Alabama",0.0936299999993935,0.0438999999996668,0.137539999999717,0.1256473677961216,0.0852977007289684,0.0403479587167568
01003,"Baldwin County, Alabama",-87.72274477,30.72782468,0.14766999999847,0.187,0.031,0.577,0.092,0.226961281675498,1793.1279939545,3.24,0.007,0.248,0.61,42.5,0.093,0.277,19.0,0.296,0.103,19.9364189148655,0.185,0.32,9.0,6.2,0.043,0.044,0.081,90.6200076074553,"Baldwin County, Alabama",0.0961799999995492,0.0514899999998306,0.14766999999847,0.1109128330383744,0.0729249599737847,0.0379860974285552
01005,"Barbour County, Alabama",-85.39106787,31.87009042,0.151279999998224,0.165,0.037,0.322,0.479,0.113661710037175,1357.20876269897,3.01,0.004,0.391,0.704,48.5,0.141,0.356,15.7,0.319,0.061,32.3871768336663,0.152,0.199,24.3,7.5,0.092,0.043,0.102,86.2329141607436,"Barbour County, Alabama",0.101639999999861,0.0496399999997266,0.151279999998224,0.1238102220781098,0.0837609359577469,0.0400492861202297
01007,"Bibb County, Alabama",-87.12681433,32.99837607,0.139229999998861,0.149,0.03,0.316,0.212,0.143919555881429,1230.31357972229,3.74,0.001,0.256,0.577,36.4,0.168,0.449,17.1,0.285,0.053,30.5638466335167,0.122,0.301,19.5,5.0,0.073,0.022,0.098,107.527153321546,"Bibb County, Alabama",0.0959299999994982,0.0433099999995648,0.139229999998861,0.1231037793408622,0.0848283981836826,0.0382753811570071
01009,"Blount County, Alabama",-86.5670064,33.98087061,0.144799999998213,0.172,0.022,0.1,0.016,0.144843194309732,1286.80566334256,3.33,0.002,0.212,0.517,36.3,0.162,0.334,19.3,0.262,0.071,12.6973774932631,0.126,0.343,16.4,5.7,0.034,0.087,0.095,97.8514588859416,"Blount County, Alabama",0.0958099999998012,0.048989999999776,0.144799999998213,0.1153199818996623,0.0766756906215096,0.0386387928584454
01011,"Bullock County, Alabama",-85.71572943,32.10045868,0.0967499999997017,0.151,0.017,0.486,0.755,0.053125,1027.11741516835,3.3,0.008,0.289,0.743,41.2,0.125,0.403,16.5,0.258,0.028,24.4682810139461,0.074,0.23,22.4,3.4,0.039,0.001,0.114,115.661641541039,"Bullock County, Alabama",0.0658899999998539,0.0308599999998478,0.0967499999997017,0.0859214291432967,0.057937930245311,0.0278688364618707
01013,"Butler County, Alabama",-86.68040924,31.75252432,0.133569999999963,0.181,0.022,0.288,0.435,0.135040745052387,1365.50900872227,3.78,0.01,0.3,0.584,44.0,0.102,0.452,14.4,0.307,0.062,13.9359433531487,0.146,0.425,14.4,2.6,0.068,0.013,0.087,82.0762976860538,"Butler County, Alabama",0.0879499999991822,0.0456199999998717,0.133569999999963,0.1040403412926713,0.0695290860612191,0.0344612420984
01015,"Calhoun County, Alabama",-85.82574705,33.77141549,0.155119999999442,0.159,0.037,0.663,0.203,0.210582921058292,2572.19223944363,3.03,0.009,0.299,0.635,41.8,0.104,0.328,19.0,0.281,0.073,12.3074375878544,0.143,0.314,14.8,8.1,0.081,0.034,0.09,89.145783716568,"Calhoun County, Alabama",0.106219999999666,0.048909999999978,0.155119999999442,0.1340922610283779,0.0925462184998164,0.0415460425286594
01017,"Chambers County, Alabama",-85.39168915,32.91366622,0.147149999998874,0.184,0.03,0.509,0.405,0.146616840263974,1527.69299849324,3.1,0.009,0.325,0.621,48.6,0.105,0.367,21.3,0.305,0.095,21.8061087716298,0.136,0.281,17.2,13.4,0.039,0.004,0.103,90.4248617624414,"Chambers County, Alabama",0.098679999999149,0.0484699999997247,0.147149999998874,0.1141584065971118,0.0769210853957729,0.0372373212010962
01019,"Cherokee County, Alabama",-85.60387066,34.17588713,0.16352999999981,0.203,0.023,0.143,0.046,0.17721145331103,1646.08144319874,2.94,0.003,0.227,0.662,47.1,0.14,0.403,8.2,0.284,0.042,11.7635733188919,0.142,0.312,20.2,4.5,0.044,0.016,0.085,97.8509601034723,"Cherokee County, Alabama",0.108419999999569,0.0551099999997859,0.16352999999981,0.1157968879620557,0.0784405359987703,0.0373519015233573
01021,"Chilton County, Alabama",-86.71887934,32.84771004,0.143599999999424,0.152,0.025,0.133,0.1,0.141578167448753,1425.84160431583,3.06,0.004,0.255,0.596,39.4,0.19,0.444,14.3,0.256,0.054,22.1325236452549,0.147,0.277,18.2,8.2,0.064,0.076,0.114,94.4598018889657,"Chilton County, Alabama",0.0971199999994496,0.0464799999999741,0.143599999999424,0.1281734935743226,0.0869535124101028,0.0412199811642002
01023,"Choctaw County, Alabama",-88.26305322,32.02019311,0.173199999999269,0.208,0.03,0.0,0.422,0.17510460251046,854.399901884498,3.07,0.0,0.191,0.67,33.3,0.16,0.377,13.9,0.326,0.041,35.3780745467123,0.172,0.255,19.4,8.1,0.079,0.006,0.104,87.497677874791,"Choctaw County, Alabama",0.117379999999685,0.055819999999585,0.173199999999269,0.1253480834495451,0.0871803996290155,0.038065535811673
01025,"Clarke County, Alabama",-87.83077181,31.67695451,0.139059999999517,0.181,0.027,0.24,0.455,0.117539237026005,751.088954422929,3.46,0.005,0.299,0.651,36.1,0.165,0.418,20.2,0.361,0.041,28.9337391877329,0.164,0.277,17.8,4.9,0.122,0.002,0.097,87.9815261887268,"Clarke County, Alabama",0.0909199999996417,0.0481499999996231,0.139059999999517,0.1053745540183695,0.0702674454503996,0.0351605795988597
01027,"Clay County, Alabama",-85.8607443,33.26966941,0.196649999999863,0.194,0.021,0.0,0.147,0.119768832204065,1081.98650964283,3.04,0.0,0.245,0.672,56.0,0.104,0.378,13.1,0.259,0.045,19.1747305253492,0.141,0.195,17.0,4.4,0.054,0.031,0.093,94.7940809413443,"Clay County, Alabama",0.133629999998448,0.0630199999995966,0.196649999999863,0.1549821668729668,0.1080836405461348,0.0468102402496637
01029,"Cleburne County, Alabama",-85.51786948,33.67495934,0.202039999998306,0.182,0.022,0.0,0.024,0.114198637504482,1462.62781429264,3.21,0.006,0.239,0.615,43.9,0.151,0.38,14.2,0.292,0.051,11.8333005015475,0.133,0.295,16.9,12.3,0.059,0.023,0.118,93.809201623816,"Cleburne County, Alabama",0.138459999998304,0.0635799999990923,0.202039999998306,0.163694669606644,0.1144384316879527,0.0492494187582137
01031,"Coffee County, Alabama",-85.98828821,31.40188396,0.155329999999594,0.158,0.048,0.528,0.17,0.299283746556474,2172.25185026844,3.12,0.012,0.343,0.584,29.0,0.127,0.272,39.2,0.274,0.066,13.0287105758334,0.117,0.318,13.6,8.7,0.057,0.066,0.091,88.6817511067388,"Coffee County, Alabama",0.105429999999615,0.0498999999999796,0.155329999999594,0.1347349991914836,0.092060954037791,0.0426740451533462
01033,"Colbert County, Alabama",-87.80463371,34.70085284,0.148959999998624,0.184,0.03,0.561,0.156,0.176887838037535,1690.00845148528,3.06,0.004,0.278,0.639,33.3,0.109,0.378,17.2,0.284,0.071,16.3632224021403,0.146,0.31,13.2,9.3,0.044,0.024,0.069,90.8640805958583,"Colbert County, Alabama",0.0983799999994517,0.050579999999627,0.148959999998624,0.1140017395821034,0.0766726550590802,0.0373329314630168
01035,"Conecuh County, Alabama",-86.9938237,31.42899352,0.139529999998558,0.203,0.03,0.191,0.462,0.0973298880275624,1197.97828782906,3.41,0.001,0.239,0.554,44.3,0.095,0.511,5.6,0.33,0.026,28.9554441651569,0.148,0.354,12.4,1.7,0.092,0.018,0.128,89.9202617051728,"Conecuh County, Alabama",0.0900599999995393,0.0494599999997263,0.139529999998558,0.1026254826326379,0.0674287712224723,0.0351998979801045
01037,"Coosa County, Alabama",-86.24789409,32.9362956,0.21063999999933,0.187,0.046,0.0,0.324,0.18273769386379,1016.4903969727,3.26,0.0,0.208,0.672,30.4,0.135,0.403,18.6,0.321,0.041,24.2191624203717,0.175,0.293,14.9,5.5,0.029,0.013,0.08,92.5352438178877,"Coosa County, Alabama",0.145149999998466,0.0654799999992974,0.21063999999933,0.1489740044885439,0.1049768587666561,0.0439971457221478
01039,"Covington County, Alabama",-86.45142629,31.24861005,0.165549999999712,0.202,0.03,0.303,0.13,0.192092448579112,1475.12055276357,3.0,0.005,0.255,0.62,43.8,0.149,0.373,12.7,0.287,0.091,16.0512877410866,0.129,0.252,14.8,5.6,0.084,0.015,0.112,89.4601202669662,"Covington County, Alabama",0.107269999999517,0.0582699999999932,0.165549999999712,0.1187602132079563,0.0789357865964424,0.0398556691398425
01041,"Crenshaw County, Alabama",-86.31341907,31.73169775,0.152479999998832,0.175,0.024,0.0,0.237,0.129203539823009,1130.16432759668,3.45,0.017,0.245,0.674,45.0,0.146,0.395,15.0,0.284,0.08,21.5511167522083,0.188,0.372,18.8,7.2,0.034,0.017,0.088,94.5867287543656,"Crenshaw County, Alabama",0.104009999999107,0.0484599999999773,0.152479999998832,0.1244835084620537,0.0858120188573406,0.0386714327345178
01043,"Cullman County, Alabama",-86.86718877,34.13183982,0.155939999998736,0.178,0.03,0.268,0.01,0.145199362041467,1736.87346825552,3.18,0.006,0.252,0.588,39.7,0.146,0.341,19.8,0.268,0.073,13.5530568499902,0.143,0.31,15.8,6.7,0.051,0.042,0.106,96.5999823222651,"Cullman County, Alabama",0.104009999999107,0.0519299999996292,0.155939999998736,0.1261888252754663,0.085085748080335,0.0410892055388929
01045,"Dale County, Alabama",-85.611081,31.43204363,0.160989999998492,0.154,0.055,0.491,0.194,0.31216049382716,1753.09897754092,3.14,0.01,0.399,0.6,33.7,0.142,0.323,32.0,0.284,0.058,11.8439396260008,0.116,0.274,15.2,10.3,0.08,0.059,0.109,86.1396140145675,"Dale County, Alabama",0.109689999999318,0.0512999999996282,0.160989999998492,0.1426466271254317,0.0980242931907267,0.0446223339341081
01047,"Dallas County, Alabama",-87.10649231,32.32606741,0.104739999999765,0.157,0.024,0.544,0.695,0.127389014296463,1093.61299802851,3.06,0.004,0.407,0.71,34.8,0.088,0.359,15.6,0.321,0.053,15.6424294440922,0.118,0.21,14.1,8.5,0.11,0.01,0.112,81.0212713786551,"Dallas County, Alabama",0.0704499999992549,0.0342899999996007,0.104739999999765,0.0881997747971335,0.0594329563383324,0.028763903109044
01049,"DeKalb County, Alabama",-85.80378574,34.46023769,0.118949999999131,0.155,0.019,0.099,0.015,0.114253048780488,1835.88104440711,3.26,0.003,0.285,0.59,38.9,0.117,0.342,10.9,0.266,0.053,13.9380824643962,0.133,0.259,21.8,5.1,0.04,0.14,0.101,96.7205866096761,"DeKalb County, Alabama",0.0777199999993172,0.041229999999814,0.118949999999131,0.1032645843525684,0.067467776543607,0.0357968646791472
01051,"Elmore County, Alabama",-86.14884036,32.59724126,0.147469999999885,0.139,0.039,0.458,0.211,0.187529554819969,1713.65727691906,3.09,0.006,0.267,0.604,31.1,0.098,0.325,30.5,0.249,0.084,12.4350061835496,0.113,0.322,12.4,10.9,0.046,0.028,0.068,83.5062727166139,"Elmore County, Alabama",0.101479999999356,0.0459799999998722,0.147469999999885,0.1354078437712025,0.0921200706269976,0.0432839262046657
01053,"Escambia County, Alabama",-87.16176056,31.12613571,0.151669999999285,0.167,0.022,0.365,0.323,0.130730512855394,1132.25155990654,3.47,0.001,0.317,0.549,37.4,0.108,0.437,13.1,0.348,0.052,30.5874305280786,0.107,0.306,18.3,6.1,0.11,0.021,0.14,85.263385457952,"Escambia County, Alabama",0.10207999999966,0.0495899999996254,0.151669999999285,0.1271287356602908,0.086658255041553,0.0404698771186709
01055,"Etowah County, Alabama",-86.03476854,34.04518886,0.15197999999873,0.174,0.031,0.625,0.153,0.162452608184076,2262.00818066088,3.23,0.007,0.274,0.622,37.5,0.096,0.329,20.5,0.299,0.056,11.5661996423126,0.15,0.25,13.8,8.3,0.055,0.036,0.099,91.4567360350493,"Etowah County, Alabama",0.102289999999812,0.0496899999998277,0.15197999999873,0.1222972609574734,0.0833614521864209,0.0389235367683273
01057,"Fayette County, Alabama",-87.73924331,33.72117266,0.232109999999011,0.196,0.036,0.198,0.122,0.163554410817772,1106.77862192121,2.85,0.003,0.227,0.704,46.7,0.102,0.413,15.1,0.266,0.044,12.5268365607737,0.141,0.309,17.0,7.3,0.063,0.009,0.076,94.5176110260337,"Fayette County, Alabama",0.161199999998644,0.0709199999992052,0.232109999999011,0.1828183879830121,0.1301591675555693,0.052661532278562
01059,"Franklin County, Alabama",-87.843283,34.44238135,0.146839999999429,0.16,0.015,0.296,0.041,0.100780512908483,1365.77275492586,3.44,0.003,0.292,0.623,31.8,0.12,0.366,19.7,0.274,0.058,21.3462094013722,0.117,0.237,20.5,8.3,0.048,0.16,0.084,98.347245409015,"Franklin County, Alabama",0.0983999999998559,0.048439999999573,0.146839999999429,0.1288305693531642,0.0877086189519333,0.0411548014686256
01061,"Geneva County, Alabama",-85.83932953,31.09486905,0.18463999999949,0.19,0.039,0.104,0.094,0.224017067967083,1971.78042046092,3.11,0.004,0.28,0.632,35.9,0.164,0.36,22.0,0.283,0.055,22.9982872197074,0.117,0.206,17.5,10.0,0.054,0.037,0.122,93.3629994319258,"Geneva County, Alabama",0.124129999999241,0.0604999999995925,0.18463999999949,0.1395006546446149,0.0960098973992271,0.043490757245546
01063,"Greene County, Alabama",-87.95276818,32.853304,0.139329999999973,0.18,0.05,0.0,0.812,0.100979398851739,992.919004175293,4.34,0.002,0.329,0.701,36.1,0.096,0.386,30.4,0.452,0.059,39.0221034601142,0.159,0.258,15.6,24.5,0.115,0.006,0.128,88.7232059645853,"Greene County, Alabama",0.0950999999995474,0.0442299999999705,0.139329999999973,0.0975477124547583,0.0673100891617461,0.0300989030924041
01065,"Hale County, Alabama",-87.62930576,32.7625948,0.144189999999071,0.177,0.031,0.108,0.583,0.137851366961879,827.068679738694,3.36,0.001,0.242,0.732,34.6,0.103,0.434,32.6,0.331,0.096,37.0318834487045,0.134,0.267,18.7,23.9,0.109,0.012,0.095,85.3362183754993,"Hale County, Alabama",0.0978199999999561,0.0463699999995697,0.144189999999071,0.1139381464809525,0.0780760308303649,0.0357870836725721
01067,"Henry County, Alabama",-85.24094152,31.51487991,0.169529999999213,0.206,0.034,0.122,0.279,0.167004522064556,1860.37943501562,3.13,0.0,0.167,0.643,42.1,0.095,0.326,20.6,0.285,0.083,22.4854476159603,0.162,0.353,18.7,5.4,0.059,0.025,0.097,92.2509758565852,"Henry County, Alabama",0.113019999999779,0.0564999999996871,0.169529999999213,0.1239908054931021,0.0843148488053482,0.0396721097478447
01069,"Houston County, Alabama",-85.30251402,31.15295179,0.130529999998544,0.16,0.031,0.662,0.264,0.191497316206906,3984.80669773336,3.3,0.008,0.343,0.62,36.6,0.094,0.312,20.9,0.305,0.078,12.0398148261645,0.139,0.265,12.2,8.1,0.064,0.032,0.099,87.9036010049316,"Houston County, Alabama",0.0866399999995338,0.0438899999999194,0.130529999998544,0.1094393588729764,0.0731613802393267,0.0362680758751093
01071,"Jackson County, Alabama",-85.99947584,34.77954231,0.15896999999859,0.184,0.017,0.23,0.033,0.133886316218004,1847.10476749132,3.02,0.004,0.245,0.592,44.2,0.117,0.41,15.9,0.28,0.077,16.4166027519019,0.17,0.347,17.6,7.3,0.051,0.027,0.092,94.6881230418684,"Jackson County, Alabama",0.104699999999866,0.0542599999998856,0.15896999999859,0.1206210038472644,0.080285112341253,0.0403358915060234
01073,"Jefferson County, Alabama",-86.89657084,33.5543433,0.106699999999364,0.143,0.029,0.902,0.423,0.141046606704824,3853.02979300006,3.15,0.015,0.373,0.601,35.8,0.071,0.264,16.0,0.321,0.109,16.6698537410426,0.134,0.311,9.0,6.3,0.065,0.037,0.081,86.3275178631878,"Jefferson County, Alabama",0.0709899999992558,0.0357099999996535,0.106699999999364,0.0963851987608781,0.0640374378855031,0.0323477608753991
01075,"Lamar County, Alabama",-88.09715315,33.77909349,0.181849999999031,0.202,0.027,0.0,0.113,0.139194139194139,2373.1021178288,2.96,0.0,0.244,0.69,35.5,0.132,0.398,11.6,0.313,0.07,20.8580456747994,0.111,0.226,17.5,4.8,0.088,0.014,0.102,94.2537043729671,"Lamar County, Alabama",0.119139999999788,0.0627099999992424,0.181849999999031,0.1303469051905276,0.0883040413127879,0.0418760010336177
01077,"Lauderdale County, Alabama",-87.65411658,34.9015002,0.143659999999727,0.183,0.028,0.507,0.098,0.159666028078804,2228.6494284408,2.91,0.007,0.319,0.519,36.2,0.105,0.36,19.0,0.292,0.08,12.9230142174852,0.169,0.374,11.3,8.9,0.047,0.024,0.085,90.6686961457097,"Lauderdale County, Alabama",0.0923499999998967,0.0513099999998303,0.143659999999727,0.1081540565132633,0.0708703913023967,0.0372659783631695
01079,"Lawrence County, Alabama",-87.31085381,34.52223687,0.171159999999873,0.162,0.024,0.087,0.114,0.117059013221541,1757.8266976484,3.11,0.001,0.223,0.608,41.7,0.134,0.412,15.4,0.267,0.059,26.367712164007,0.14,0.309,16.8,6.9,0.053,0.021,0.088,92.5543928329444,"Lawrence County, Alabama",0.118899999999485,0.0522599999999329,0.171159999999873,0.1402932811169988,0.0979959977860359,0.0423011302710376
01081,"Lee County, Alabama",-85.35522451,32.60106116,0.106499999999869,0.103,0.03,0.726,0.231,0.147149208840068,3049.67834748117,3.2,0.035,0.384,0.405,30.0,0.078,0.237,25.4,0.297,0.09,12.3242176173876,0.171,0.545,8.59999999999999,8.2,0.052,0.037,0.075,94.0106874638937,"Lee County, Alabama",0.0734699999993609,0.0330299999995987,0.106499999999869,0.1213026699826789,0.0819213125049121,0.0393790456274608
01083,"Limestone County, Alabama",-86.98207203,34.81013487,0.141929999999775,0.139,0.024,0.424,0.127,0.178687173853337,2726.52355902926,3.47,0.012,0.224,0.591,32.2,0.112,0.304,22.6,0.259,0.117,11.831793213451,0.141,0.327,13.5,6.2,0.062,0.057,0.083,94.0005650152811,"Limestone County, Alabama",0.0970699999998033,0.0448599999999715,0.141929999999775,0.1285866137340963,0.087048608752991,0.0415380049809219
01085,"Lowndes County, Alabama",-86.65002353,32.1550404,0.137829999999667,0.173,0.018,0.0,0.746,0.0714877173613027,1130.41766647191,2.94,0.0,0.257,0.702,42.7,0.114,0.396,13.0,0.33,0.081,26.1959127608433,0.115,0.24,15.3,6.3,0.099,0.005,0.082,84.8662599718442,"Lowndes County, Alabama",0.0949299999992945,0.0428999999999178,0.137829999999667,0.1148039125686038,0.0799388198321325,0.0347568652717171
01087,"Macon County, Alabama",-85.69260703,32.38585029,0.0956899999991947,0.168,0.049,0.445,0.815,0.17440675498617,1331.86460305573,2.88,0.002,0.345,0.653,46.6,0.073,0.302,19.4,0.369,0.058,24.6155648425676,0.216,0.36,16.5,7.2,0.113,0.016,0.074,79.8890900860118,"Macon County, Alabama",0.0660299999999552,0.0296599999999216,0.0956899999991947,0.0792397125570118,0.0550528367342029,0.0242676149416316
01089,"Madison County, Alabama",-86.55056927,34.76292257,0.107559999999467,0.137,0.031,0.836,0.24,0.209636542312268,3727.93058151602,2.99,0.024,0.332,0.522,30.8,0.062,0.206,29.2,0.303,0.197,14.1563102376246,0.135,0.352,8.0,7.5,0.05,0.047,0.074,92.9511674484794,"Madison County, Alabama",0.071259999999711,0.0362999999997555,0.107559999999467,0.0991336641044478,0.0653567344370767,0.0337769296674004
01091,"Marengo County, Alabama",-87.78920946,32.24794915,0.150259999998525,0.186,0.027,0.307,0.528,0.131354091238233,935.27443293183,3.88,0.002,0.285,0.668,34.2,0.139,0.38,20.0,0.458,0.043,33.3031350062122,0.15,0.301,13.4,11.0,0.08,0.01,0.087,86.7819719732357,"Marengo County, Alabama",0.101569999999811,0.048689999999624,0.150259999998525,0.118293524796745,0.0815816615783038,0.0367732350744627
01093,"Marion County, Alabama",-87.88740606,34.13691856,0.213369999999486,0.201,0.022,0.111,0.032,0.119832182501529,1968.27301115603,3.06,0.003,0.249,0.662,39.4,0.127,0.348,18.6,0.306,0.063,13.623018983997,0.16,0.266,18.7,2.9,0.055,0.024,0.083,94.0146857923497,"Marion County, Alabama",0.144459999999526,0.068899999999303,0.213369999999486,0.1626398496690344,0.1137396987110424,0.0488995474577829
01095,"Marshall County, Alabama",-86.30615623,34.36690867,0.135969999999361,0.164,0.02,0.467,0.021,0.157180950196404,0.0,3.3,0.006,0.298,0.598,41.4,0.108,0.311,17.9,0.268,0.073,11.8937755204057,0.153,0.241,16.5,5.4,0.043,0.129,0.093,96.8551042810099,"Marshall County, Alabama",0.0904699999991863,0.0454999999997199,0.135969999999361,0.1176495608045685,0.0789586098373538,0.0387018202481267
01097,"Mobile County, Alabama",-88.20659057,30.77909854,0.114899999999579,0.145,0.026,0.8,0.352,0.171928608795494,2333.90603575579,3.31,0.019,0.355,0.609,37.8,0.106,0.34,19.3,0.313,0.098,17.5312552548418,0.124,0.268,12.1,8.5,0.058,0.026,0.108,87.5823655320858,"Mobile County, Alabama",0.0770599999996193,0.0378399999999601,0.114899999999579,0.1034993106336814,0.0692884016103178,0.034210909023638
01099,"Monroe County, Alabama",-87.36529615,31.57107175,0.12568999999894,0.178,0.033,0.21,0.424,0.15982636148382,716.50125236454,3.42,0.002,0.364,0.601,27.8,0.119,0.472,20.2,0.354,0.059,29.1696768523887,0.114,0.228,17.6,3.9,0.154,0.006,0.115,86.4770818334533,"Monroe County, Alabama",0.0838299999995797,0.041859999999815,0.12568999999894,0.0947059768866198,0.0639280478397222,0.0307779290467676
01101,"Montgomery County, Alabama",-86.20787706,32.22089414,0.0962199999994482,0.133,0.036,0.895,0.567,0.179222334016837,2512.30623295712,3.16,0.022,0.416,0.616,33.7,0.053,0.25,26.6,0.335,0.111,14.0120757913796,0.117,0.282,12.3,9.0,0.066,0.033,0.09,82.3398394628677,"Montgomery County, Alabama",0.0641999999998006,0.0320199999996476,0.0962199999994482,0.091035681640081,0.0605324842741471,0.0305080320441628
01103,"Morgan County, Alabama",-86.85325062,34.45331009,0.15139999999883,0.158,0.023,0.614,0.12,0.154187589670014,2228.51791407541,3.14,0.007,0.273,0.59,35.4,0.106,0.304,21.4,0.278,0.09,12.0381920612734,0.148,0.318,15.3,6.9,0.051,0.078,0.08,93.9962240402769,"Morgan County, Alabama",0.101689999999508,0.0497099999997772,0.15139999999883,0.1275572155035939,0.0863645960402351,0.0412085650873787
01105,"Perry County, Alabama",-87.29424703,32.63859284,0.134589999999662,0.189,0.021,0.0,0.686,0.11201690821256,900.351363756648,4.52,0.002,0.281,0.647,48.6,0.045,0.369,27.2,0.511,0.037,24.2518883115438,0.153,0.259,21.4,4.2,0.101,0.01,0.092,83.7260273972603,"Perry County, Alabama",0.0907399999996414,0.0438499999995656,0.134589999999662,0.1046536767273744,0.0693352062658075,0.0353178100912428
01107,"Pickens County, Alabama",-88.08923504,33.28058298,0.180149999998321,0.179,0.034,0.0,0.418,0.144416345001996,747.695218815551,3.02,0.001,0.247,0.675,32.5,0.116,0.372,17.2,0.306,0.052,24.3442625967146,0.147,0.244,16.7,6.7,0.103,0.024,0.089,108.36951639467,"Pickens County, Alabama",0.123599999999897,0.0565499999997883,0.180149999998321,0.1431099844384429,0.099458868785956,0.0437213739335128
01109,"Pike County, Alabama",-85.94087373,31.80232564,0.100499999999556,0.143,0.024,0.483,0.374,0.138948370211753,1585.9743076028,3.68,0.021,0.377,0.491,37.7,0.073,0.357,20.0,0.374,0.072,12.962156446847,0.177,0.419,12.7,11.3,0.061,0.022,0.09,88.7910839781359,"Pike County, Alabama",0.0660599999991973,0.034429999999702,0.100499999999556,0.0965895184758608,0.0638388702464782,0.0327917296947001
01111,"Randolph County, Alabama",-85.45918107,33.29354361,0.177089999999225,0.194,0.025,0.187,0.192,0.146589431374867,1792.91086370158,3.19,0.002,0.234,0.656,49.5,0.116,0.349,16.5,0.312,0.072,26.6426232006535,0.134,0.314,19.7,10.9,0.042,0.029,0.09,92.010367365337,"Randolph County, Alabama",0.117969999999332,0.0591199999998935,0.177089999999225,0.1352307387041246,0.0919011647085927,0.0432785976191709
01113,"Russell County, Alabama",-85.18428296,32.28806204,0.133149999999659,0.126,0.064,0.646,0.42,0.244164619164619,1878.65519528455,3.1,0.007,0.398,0.646,25.3,0.094,0.314,44.6,0.321,0.104,23.5102495588243,0.118,0.285,14.7,13.7,0.064,0.051,0.104,85.1392251815981,"Russell County, Alabama",0.0938899999991918,0.0392599999995582,0.133149999999659,0.1308017310073375,0.0915654236224953,0.039236967754361
01115,"St. Clair County, Alabama",-86.31476905,33.71540022,0.149749999998676,0.152,0.029,0.272,0.094,0.174608861817748,2082.31123129015,3.17,0.008,0.201,0.58,40.4,0.124,0.356,16.4,0.242,0.093,12.5655605076984,0.134,0.335,14.0,9.0,0.053,0.023,0.08,92.5012767406231,"St. Clair County, Alabama",0.102019999999357,0.047729999999774,0.149749999998676,0.1293551399165966,0.0876968491043115,0.0416447791107748
01117,"Shelby County, Alabama",-86.66137476,33.26405258,0.108829999999216,0.13,0.021,0.771,0.116,0.149348639236425,2468.21595081944,3.18,0.02,0.195,0.499,33.8,0.073,0.198,21.5,0.25,0.121,14.012879384795,0.152,0.417,6.40000000000001,10.6,0.036,0.058,0.047,90.982119424444,"Shelby County, Alabama",0.0720199999996112,0.0368099999996048,0.108829999999216,0.1011634339820831,0.0657956420331358,0.0353660835992775
01119,"Sumter County, Alabama",-88.19904039,32.59104949,0.134479999998803,0.162,0.022,0.0,0.717,0.0949587136027814,1122.50418472242,3.21,0.028,0.359,0.706,19.1,0.086,0.354,28.5,0.426,0.035,29.8736989743895,0.114,0.225,12.7,13.5,0.097,0.003,0.121,82.8702851885924,"Sumter County, Alabama",0.0922199999995428,0.0422599999997146,0.134479999998803,0.1197700276389861,0.0835812909522979,0.036084840652249
01121,"Talladega County, Alabama",-86.16587666,33.37992421,0.142699999998513,0.162,0.032,0.442,0.32,0.161651388335326,1967.9703201739,3.02,0.005,0.287,0.652,43.0,0.11,0.337,13.7,0.294,0.05,13.5722150987973,0.145,0.276,17.1,6.4,0.085,0.022,0.09,86.717497201295,"Talladega County, Alabama",0.0976399999999558,0.0450699999996687,0.142699999998513,0.1205635854526747,0.0828383747550036,0.0377230721077044
01123,"Tallapoosa County, Alabama",-85.79746538,32.86280802,0.165379999998549,0.195,0.025,0.258,0.27,0.173662874329803,1605.9490067579,3.01,0.005,0.251,0.666,35.6,0.123,0.327,9.5,0.281,0.068,13.3840472492704,0.166,0.323,18.4,2.4,0.099,0.024,0.074,90.3961158150275,"Tallapoosa County, Alabama",0.110459999999875,0.0549299999997857,0.165379999998549,0.1235343784088218,0.0839162905166576,0.0396499046011132
